Test,Domain,Level,Prompt,CodX Score,CodX Time (s),CodX Cost ($),Competitor,Competitor Score,Competitor Time (s),Competitor Cost ($),Winner,Date,Notes
Q1,generate,1,Write a Python function that flattens a nested list of arbitrary depth.,1.0000,12.15,0.002011,GPT-4o,0.8250,4.55,0.004035,CodX,2026-06-18,CodX handled edge cases with strings/bytes and provided comprehensive tests.
Q2,generate,1,Create a JavaScript debounce function that supports cancellation.,0.9750,14.4,0.001204,GPT-4o,0.9375,8.03,0.004812,CodX,2026-06-18,"CodX provided a slightly more complete explanation and demonstration of usage scenarios, including using globalThis for compatibility, which gave it a slight edge."
Q3,generate,1,Write a SQL query to calculate a running total of sales by date.,0.7375,11.71,0.003986,GPT-4o,0.8500,3.98,0.002742,GPT-4o,2026-06-18,"GPT-4o provides a simpler, more direct approach for calculating a running total without unnecessary partitions."
Q4,generate,2,Generate a Go function that implements a concurrent worker pool with a configurable number of workers.,0.8375,16.3,0.005335,GPT-4o,0.9250,10.52,0.00788,GPT-4o,2026-06-18,GPT-4o provides a more complete solution with task results and better clarity in explanation.
Q5,generate,2,"Create a TypeScript generic stack data structure with push, pop, peek and isEmpty methods.",0.9000,16,0.005694,GPT-4o,0.8500,5.13,0.005845,CodX,2026-06-18,CodX provided more detailed documentation and slightly better code organization.
Q6,generate,2,Write a Python function that parses a log file and counts occurrences of each error type.,0.8750,16.56,0.005519,GPT-4o,0.9000,10.4,0.00678,GPT-4o,2026-06-18,"GPT-4o includes basic error handling, enhancing completeness."
Q7,generate,2,Generate a bash script that monitors disk usage and sends an alert when it exceeds 80 percent.,0.8875,14.48,0.005741,GPT-4o,0.9000,6.14,0.005585,GPT-4o,2026-06-18,GPT-4o provided a slightly more comprehensive solution by handling all mounted disks and excluding temporary filesystems.
Q8,generate,3,Write a Java function that converts a Roman numeral string to an integer.,0.9375,15.87,0.001181,GPT-4o,0.9125,7.85,0.005762,CodX,2026-06-18,"CodX includes error handling for invalid input, slightly enhancing completeness."
Q9,generate,3,Create a Node.js function that recursively copies a directory tree asynchronously.,0.9500,16.36,0.006404,GPT-4o,1.0000,7.81,0.00597,GPT-4o,2026-06-18,"GPT-4o includes checking the existence of both files and directories directly, simplifying the error handling."
Q10,generate,3,Write a Python class that implements a min-heap from scratch without using heapq.,0.9000,16.14,0.001114,GPT-4o,0.8250,8.5,0.00674,CodX,2026-06-18,CodX offers more robust error handling and documentation.
Q11,review,1,Review a Python function that uses global variables instead of parameters and propose a refactored version.,1.0000,10.44,0.005562,GPT-4o,0.7375,4.9,0.004185,CodX,2026-06-18,"CodX provided a comprehensive and robust solution with detailed refactoring, while GPT-4o offered a simpler example but lacked depth and completeness."
Q12,review,1,Identify issues in a JavaScript function that uses var instead of let/const and lacks error handling.,0.8250,9.79,0.004292,GPT-4o,0.8875,8.22,0.008998,GPT-4o,2026-06-18,GPT-4o provided a more comprehensive explanation addressing conceptual issues and included more detailed error handling strategies.
Q13,review,1,Review a SQL stored procedure with hardcoded values and no transaction management.,0.9063,17.24,0.006434,GPT-4o,0.8813,16.65,0.007953,CodX,2026-06-18,CodX provided a more concise and directly related example specific to the initial procedure.
Q14,review,2,Analyze a React component that fetches data directly in the render method without useEffect.,0.9875,15.97,0.006321,GPT-4o,0.8625,6.69,0.00886,CodX,2026-06-18,CodX provided a more comprehensive and structured solution with better handling of edge cases and clarity in real-world application.
Q15,review,2,Review a bash script that pipes commands without checking exit codes.,0.8500,13.32,0.006419,GPT-4o,0.8500,6.48,0.004397,tie,2026-06-18,CodX is detailed in function encapsulation while GPT-4o uses robust error handling with traps.
Q16,review,2,Identify problems in a Java class with public mutable fields and no encapsulation.,0.7750,15.97,0.006401,GPT-4o,0.9500,6.32,0.005025,GPT-4o,2026-06-18,"GPT-4o provided a comprehensive list of issues with detailed explanations, covering more aspects than CodX."
Q17,review,2,Review a Python API handler that returns stack traces directly to the client.,0.9000,16.04,0.005910,GPT-4o,0.8125,8.14,0.006342,CodX,2026-06-18,CodX provides a more complete implementation with practical error handling using decorators.
Q18,review,3,Analyze a Node.js function that opens database connections without closing them.,1.0000,15.86,0.004126,GPT-4o,0.9250,9.31,0.00874,CodX,2026-06-18,"CodX provided a cleaner, more idiomatic solution with detailed explanations and best practices."
Q19,review,3,Review a TypeScript function that uses type assertions (as any) throughout instead of proper types.,0.6500,16.37,0.004828,GPT-4o,0.7750,9.81,0.006285,GPT-4o,2026-06-18,"GPT-4o provided a comprehensive checklist for avoiding type assertions, which enhances overall understanding."
Q20,review,3,Identify issues in a Go function that ignores all error return values.,1.0000,15.77,0.000410,GPT-4o,0.8750,9.2,0.00564,CodX,2026-06-18,CodX provided a complete code example with thorough error handling improvements and clear explanations.
Q21,debug,1,Fix a Python function that returns incorrect results when the input list contains negative numbers.,0.9500,13.07,0.001995,GPT-4o,0.8000,4.35,0.004278,CodX,2026-06-18,"CodX provides a concrete implementation with thorough documentation and test cases, while GPT-4o offers general examples without full clarity."
Q22,debug,1,Debug a JavaScript promise chain that swallows errors silently.,0,14.39,0.007833,GPT-4o,0,5.79,0.005948,error,2026-06-18,scoring error
Q23,debug,1,Fix a SQL query that returns no results due to incorrect NULL comparison using = instead of IS NULL.,1.0000,8,0.002597,GPT-4o,0.9375,3.84,0.002368,CodX,2026-06-18,CodX provided a more comprehensive explanation with additional context and examples.
Q24,debug,2,Debug a React component that causes infinite re-renders due to a missing dependency array in useEffect.,0.9500,15.95,0.004300,GPT-4o,0.9500,7.42,0.006498,tie,2026-06-18,"Both answers correctly identified the issue and provided clear solutions, but CodX had slightly less detail on dependencies."
Q25,debug,2,Fix a bash script that fails when filenames contain spaces.,0.9000,14.5,0.010220,GPT-4o,0.8500,7.54,0.004355,CodX,2026-06-18,CodX provided a more comprehensive explanation with multiple methods and additional recommendations.
Q26,debug,2,Debug a Java program that throws ConcurrentModificationException when iterating and modifying a list.,0.9000,16,0.006967,GPT-4o,0.9625,7.77,0.00947,GPT-4o,2026-06-18,GPT-4o provided a more comprehensive set of solutions with detailed explanations and considerations for thread safety and performance.
Q27,debug,2,Fix a Python recursive function that hits maximum recursion depth on large inputs.,0.9125,15.9,0.007312,GPT-4o,0.9000,7.75,0.005492,CodX,2026-06-18,"CodX provides a direct iterative solution, while GPT-4o offers multiple strategies but lacks specific context."
Q28,debug,3,Debug a Node.js server that leaks memory because event listeners are added but never removed.,0.9000,15.93,0.000540,GPT-4o,0.8375,9.12,0.00688,CodX,2026-06-18,CodX provided a more complete solution with practical examples and best practices for preventing memory leaks.
Q29,debug,3,Fix a Go function that produces a data race when multiple goroutines write to a shared map.,0.9500,15.92,0.006484,GPT-4o,0.9000,7.95,0.006795,CodX,2026-06-18,CodX uses sync.RWMutex for better read performance and provides testing example.
Q30,debug,3,Debug a TypeScript function that returns undefined instead of the expected value due to async/await misuse.,0.8375,15.89,0.005853,GPT-4o,0.9000,5.58,0.006418,GPT-4o,2026-06-18,GPT-4o provided a more comprehensive explanation and covered additional error handling.
Q31,system,1,Audit a Docker Compose file with hardcoded passwords and no resource limits defined.,0.8625,15.72,0.000439,GPT-4o,0.9375,8.3,0.007295,GPT-4o,2026-06-18,GPT-4o provided more comprehensive solutions including Docker Secrets and network isolation.
Q32,system,1,Analyze a PostgreSQL configuration file and identify settings that limit performance under high load.,0.7625,15.72,0.001114,GPT-4o,0.8000,8.52,0.008118,GPT-4o,2026-06-18,"GPT-4o provided a broader discussion and context-specific recommendations, enhancing clarity and completeness."
Q33,system,2,Audit a Kubernetes deployment with no liveness/readiness probes and no resource requests or limits.,0.9000,15.89,0.006709,GPT-4o,0.8250,15.99,0.006442,CodX,2026-06-18,CodX demonstrates a more precise configuration example with clear Kubernetes YAML enhancements.
Q34,system,2,Analyze a CI/CD pipeline that runs all tests sequentially and has no caching for dependencies.,0.7000,15.71,0.006438,GPT-4o,0.8750,18.6,0.006812,GPT-4o,2026-06-18,GPT-4o provided a thorough analysis and clear optimization strategies without straying into non-essential coding specifics.
Q35,system,2,Audit a microservice that logs sensitive user data including passwords and credit card numbers.,0.7875,15.84,0.000338,GPT-4o,0.8125,5.92,0.006068,GPT-4o,2026-06-18,GPT-4o provides a slightly more comprehensive and detailed audit approach.
Q36,system,2,"Analyze a Redis configuration with no persistence, no maxmemory policy, and no authentication.",0.8750,15.68,0.005075,GPT-4o,0.9375,8.9,0.00604,GPT-4o,2026-06-18,"GPT-4o provided a more thorough analysis and addressed security with added TLS advice, enhancing robustness."
Q37,system,3,"Audit a REST API with no versioning, no pagination on list endpoints, and no rate limiting.",0.7750,,0082,GPT-4o,0.8500,12.38,0.005938,GPT-4o,2026-06-18,GPT-4o provided a more comprehensive and structured audit approach while CodX focused mainly on implementation.
Q38,system,3,Analyze a cron job that runs as root and has no error logging or alerting.,0.8250,15.92,0.000550,GPT-4o,0.8625,,0055,GPT-4o,2026-06-18,GPT-4o provides a broader analysis and practical guidance for security and logging improvements.
Q39,system,3,Audit a load balancer configuration with no health checks and sticky sessions disabled.,0.7000,13.08,0.006733,GPT-4o,0.8625,21.4,0.006345,GPT-4o,2026-06-18,"GPT-4o provides a comprehensive strategic overview and practical recommendations without delving into partial implementation, which CodX lacks."
Q40,system,3,Analyze a message queue configuration with no dead letter queue and no message TTL.,0.8875,15.91,0.001632,GPT-4o,0.9250,10.21,0.005485,GPT-4o,2026-06-18,"GPT-4o provides a comprehensive analysis of implications, while CodX offers correct code but less contextual insight."
Q41,security,1,Identify a command injection vulnerability in a Python script that passes user input directly to os.system().,1.0000,15.96,0.001470,GPT-4o,0.8750,13.49,0.004692,CodX,2026-06-18,CodX provides a more comprehensive explanation and better clarity in remediation strategy.
Q42,security,1,Detect an open redirect vulnerability in a login page that redirects to a user-supplied URL after authentication.,0.8937,15.89,0.006485,GPT-4o,0.8000,6.54,0.00532,CodX,2026-06-18,"CodX provides detailed code examples and a concrete solution, making it more practical."
Q43,security,2,Audit a GraphQL API with no query depth limiting and no query complexity analysis.,0.8750,16.06,0.004978,GPT-4o,0.8500,10.66,0.007118,CodX,2026-06-18,"CodX provides a practical code example implementing solutions, enhancing its correctness and quality scores."
Q44,security,2,Identify insecure direct object reference in a file download endpoint that uses user-supplied filenames.,0.9500,15.96,0.001583,GPT-4o,0.9000,5.89,0.006582,CodX,2026-06-18,CodX provided a more comprehensive solution with detailed security measures and example code.
Q45,security,2,Detect an XML External Entity (XXE) injection in a Java XML parser with external entity processing enabled.,0.7000,15.73,0.001115,GPT-4o,0.8750,16.14,0.00831,GPT-4o,2026-06-18,"GPT-4o provides a thorough discussion of the issue with clear steps, whereas CodX offers a less polished and less comprehensive solution."
Q46,security,2,Audit a mobile API that transmits authentication tokens in URL query parameters instead of headers.,0.7750,15.87,0.001746,GPT-4o,0.7875,14.14,0.00586,GPT-4o,2026-06-18,GPT-4o provided a more comprehensive and methodical audit process with proactive security recommendations.
Q47,security,3,Identify a race condition in a file upload handler that creates predictable temporary filenames.,0.8875,15.7,0.000476,GPT-4o,0.8000,6.26,0.005025,CodX,2026-06-18,"CodX provided a more detailed solution with code that directly mitigates the race condition, including security-focused explanations."
Q48,security,3,Detect improper certificate validation in a Python HTTPS client using verify=False.,0.8750,16.02,0.004220,GPT-4o,0.7250,6.66,0.00465,CodX,2026-06-18,"CodX provides a comprehensive code solution using AST for detection, while GPT-4o focuses more on manual detection and solution."
Q49,security,3,Audit a password reset flow that uses sequential numeric tokens instead of cryptographically random ones.,0.8500,16.7,0.001114,GPT-4o,0.8000,17.41,0.00647,CodX,2026-06-18,CodX provides a more detailed implementation and handling of cryptographic tokens.
Q50,security,4,Identify a Server-Side Template Injection (SSTI) vulnerability in a Flask app that renders user input directly.,0.8875,15.78,0.000354,GPT-4o,0.8875,5.72,0.004225,tie,2026-06-18,"CodX provided additional recommendations, but both answers were technically sound with minor clarity differences."
Q1,Generate Code,Easy,Return the first non-repeating character in a string.,0,18,35,0,010175,Claude Sonnet 4.6,0,13,89,0,011082,error,2026-06-19,scoring error
Q2,Generate Code,Easy,Group users by country from a list of dictionaries.,0,18,25,0,011410,Claude Sonnet 4.6,0,15,6,0,012309,error,2026-06-19,scoring error
Q1,Generate Code,Easy,Return the first non-repeating character in a string.,0,9375,14,16,0,002446,Claude Sonnet 4.6,0,9750,13,57,0,012552,Claude Sonnet 4.6,2026-06-19,Claude Sonnet 4.6 included comprehensive tests and alternative solutions; demonstrating completeness and clarity.
Q2,Generate Code,Easy,Group users by country from a list of dictionaries.,0,9750,13,7,0,009839,Claude Sonnet 4.6,0,9125,12,04,0,012999,CodX,2026-06-19,CodX offers robust input validation and comprehensive documentation; ensuring higher completeness and clarity.
Q3,Generate Code,Easy,Fetch weather data with error handling.,0,8875,15,9,0,006351,Claude Sonnet 4.6,0,8375,14,46,0,015405,CodX,2026-06-19,CodX offers clearer documentation and a more complete implementation of error handling.
Q4,Generate Code,Medium,SQL query for top customers in last 30 days.,0,8925,13,58,0,001680,Claude Sonnet 4.6,0,8725,12,61,0,012702,CodX,2026-06-19,CodX provides a more accurate and direct query execution with a clear explanation focused on the standard approach.
Q5,Generate Code,Medium,Implement a Go worker pool.,0,9000,15,96,0,004937,Claude Sonnet 4.6,0,8500,13,68,0,015402,CodX,2026-06-19,CodX provides a simpler; fully-functional implementation directly addressing the problem statement.
Q6,Generate Code,Medium,Implement an O(1) LRU cache.,0,8000,15,85,0,001112,Claude Sonnet 4.6,0,8625,15,93,0,015417,Claude Sonnet 4.6,2026-06-19,Claude Sonnet 4.6 uses a more efficient data structure combination; leading to better correctness and completeness.
Q7,Generate Code,Hard,Distributed rate limiter using Redis.,0,8875,16,17,0,007626,Claude Sonnet 4.6,0,8000,13,09,0,015405,CodX,2026-06-19,CodX provided a more focused and clear implementation with a full runnable example.
Q8,Generate Code,Hard,Kafka consumer with retries and DLQ.,0,8625,15,87,0,001112,Claude Sonnet 4.6,0,7500,14,03,0,015414,CodX,2026-06-19,CodX provided a more complete and idiomatic implementation with clearer documentation.
Q9,Generate Code,Hard,Trie with autocomplete support.,0,8500,15,9,0,007656,Claude Sonnet 4.6,0,9000,14,27,0,015405,Claude Sonnet 4.6,2026-06-19,Claude Sonnet offers more complete functionality including delete and word count features.
Q10,Generate Code,Hard,URL shortener backend API.,0,9000,15,8,0,000567,Claude Sonnet 4.6,0,7875,12,96,0,015399,CodX,2026-06-19,CodX provided a more complete and well-explained solution.
Q11,Security Audit,Easy,Identify SQL injection vulnerability.,0,8750,15,73,0,007463,Claude Sonnet 4.6,0,7750,17,3,0,015399,CodX,2026-06-19,CodX provided a more detailed explanation and included language-specific examples with error handling.
Q12,Security Audit,Easy,Find hardcoded secret exposure.,0,8625,15,97,0,004453,Claude Sonnet 4.6,0,9250,16,13,0,015402,Claude Sonnet 4.6,2026-06-19,Claude Sonnet 4.6 provided broader language coverage and more detailed examples which increased completeness and correctness.
Q13,Security Audit,Easy,Review weak authentication logic.,0,7750,15,84,0,001110,Claude Sonnet 4.6,0,8375,15,46,0,015396,Claude Sonnet 4.6,2026-06-19,Claude Sonnet covers more vulnerabilities with clear examples and secure countermeasures.
Q14,Security Audit,Medium,Detect path traversal issue.,0,7750,15,24,0,006402,Claude Sonnet 4.6,0,7875,17,32,0,015402,Claude Sonnet 4.6,2026-06-19,Claude Sonnet 4.6 showed better completeness by including multiple detection methods and the most reliable canonical path check.
Q15,Security Audit,Medium,Detect command injection risk.,0,8125,15,91,0,005315,Claude Sonnet 4.6,0,7625,16,66,0,015399,CodX,2026-06-19,CodX offers a more complete and structured detection mechanism for command injection patterns.
Q16,Security Audit,Medium,Audit JWT validation logic.,0,8250,16,07,0,001610,Claude Sonnet 4.6,0,8438,17,07,0,015399,Claude Sonnet 4.6,2026-06-19,Claude Sonnet 4.6 edges out with better coverage of critical vulnerabilities like algorithm confusion attacks.
Q17,Security Audit,Hard,Identify SSRF vulnerability.,0,8750,16,34,0,001545,Claude Sonnet 4.6,0,8625,17,58,0,015402,CodX,2026-06-19,CodX provided a more structured and application-ready response with detailed mitigation steps.
Q18,Security Audit,Hard,Audit public cloud storage configuration.,0,8000,15,77,0,000727,Claude Sonnet 4.6,0,8000,14,4,0,015402,tie,2026-06-19,CodX provided a detailed implementation; while Claude Sonnet outlined a comprehensive audit process; both are equally valuable in different ways.
Q19,Security Audit,Hard,Review unsafe object deserialization.,0,8250,15,87,0,000765,Claude Sonnet 4.6,0,8625,18,05,0,015402,Claude Sonnet 4.6,2026-06-19,Claude Sonnet 4.6 provided a more comprehensive view across multiple languages; enhancing completeness.
Q20,Security Audit,Hard,Full login endpoint security assessment.,0,8000,16,06,0,001762,Claude Sonnet 4.6,0,8250,17,31,0,015399,Claude Sonnet 4.6,2026-06-19,Claude Sonnet 4.6 showcases a greater breadth in security assessment techniques and tools; covering practical checks beyond implementation.
Q21,System Audit,Easy,Identify single points of failure.,0,0000,120,51,0,Claude Sonnet 4.6,0,0000,120,24,0,tie,2026-06-19,Both tools failed to provide an answer due to operation timeout.
Q22,System Audit,Easy,Audit logging strategy.,0,8250,15,86,0,001597,Claude Sonnet 4.6,0,9500,18,12,0,015396,Claude Sonnet 4.6,2026-06-19,Claude Sonnet's answer is more comprehensive; covering more aspects of audit logging; including principles and architecture patterns.
Q23,System Audit,Easy,Evaluate backup frequency.,0,8250,19,87,0,006384,Claude Sonnet 4.6,0,8375,19,71,0,010836,Claude Sonnet 4.6,2026-06-19,Claude Sonnet 4.6 provides a more comprehensive framework encompassing broader auditing considerations.
Q24,System Audit,Medium,Improve microservice resilience.,0,8750,16,16,0,001111,Claude Sonnet 4.6,0,8125,12,56,0,015402,CodX,2026-06-19,CodX provided a more comprehensive and better-structured implementation for microservice resilience.
Q25,System Audit,Medium,Audit database scaling approach.,0,7750,14,53,0,006702,Claude Sonnet 4.6,0,8125,16,97,0,015399,Claude Sonnet 4.6,2026-06-19,Claude Sonnet 4.6 provides a more comprehensive framework and assessment coverage.
Q26,System Audit,Medium,Review CI/CD pipeline gaps.,0,8125,15,89,0,001111,Claude Sonnet 4.6,0,7500,18,82,0,015402,CodX,2026-06-19,CodX provided a more structured and technically comprehensive solution with code samples; though lacking complete execution details.
Q27,System Audit,Hard,Kubernetes cluster audit.,0,8250,16,25,0,000643,Claude Sonnet 4.6,0,7625,16,08,0,015396,CodX,2026-06-19,CodX provides a more structured programmatic approach; beneficial for integration and extensibility.
Q28,System Audit,Hard,Incident response readiness review.,0,6125,15,82,0,000460,Claude Sonnet 4.6,0,8250,19,84,0,015402,Claude Sonnet 4.6,2026-06-19,Claude Sonnet 4.6 provides a more comprehensive and technically accurate framework for incident response readiness evaluation.
Q29,System Audit,Hard,Event-driven architecture audit.,0,7375,18,07,0,000132,Claude Sonnet 4.6,0,8750,18,24,0,015399,Claude Sonnet 4.6,2026-06-19,Claude Sonnet provides a more comprehensive and clearly structured framework for auditing an Event-Driven Architecture.
Q30,System Audit,Hard,Enterprise architecture modernization.,0,8375,18,07,0,007384,Claude Sonnet 4.6,0,8250,19,2,0,015396,CodX,2026-06-19,CodX stands out with a more detailed architectural blueprint and pseudocode; enhancing technical correctness and quality.
Q31,Debug & Fix,Easy,Fix off-by-one error.,0,5750,9,97,0,007497,Claude Sonnet 4.6,0,6750,3,91,0,001845,Claude Sonnet 4.6,2026-06-19,Claude Sonnet 4.6 provides a more direct and clear path for identifying and resolving the issue.
Q32,Debug & Fix,Easy,Fix null reference bug.,0,8750,16,09,0,006066,Claude Sonnet 4.6,0,2000,2,72,0,000756,CodX,2026-06-19,CodX provides a detailed and language-specific solution; while Claude Sonnet 4.6 does not address the problem.
Q33,Debug & Fix,Easy,Fix infinite loop.,0,3875,12,96,0,005009,Claude Sonnet 4.6,0,3000,2,28,0,000828,CodX,2026-06-19,CodX provides a slightly more structured approach to fixing the issue.
Q34,Debug & Fix,Medium,Fix async/await bug.,0,8750,15,81,0,000396,Claude Sonnet 4.6,0,9250,12,46,0,011604,Claude Sonnet 4.6,2026-06-19,Claude Sonnet provides clearer examples and addresses common async/await issues with concise explanations.
Q35,Debug & Fix,Medium,Fix race condition.,0,0000,15,96,0,007659,Claude Sonnet 4.6,0,0000,5,92,0,001893,tie,2026-06-19,Both responses require the code snippet and provide similar next steps with no significant differentiators.
Q36,Debug & Fix,Medium,Fix database connection leak.,0,9000,16,4,0,013082,Claude Sonnet 4.6,0,8375,14,09,0,015396,CodX,2026-06-19,CodX provided broader language coverage and detailed examples ensuring proper resource management.
Q37,Debug & Fix,Hard,Resolve deadlock.,0,9250,15,95,0,000106,Claude Sonnet 4.6,0,8313,18,39,0,013596,CodX,2026-06-19,CodX provided a more comprehensive and practical solution with code that directly addresses deadlock with resource ordering.
Q38,Debug & Fix,Hard,Fix memory leak.,0,7750,15,99,0,001200,Claude Sonnet 4.6,0,0000,2,91,0,001443,CodX,2026-06-19,CodX provides a comprehensive and well-structured example while Claude Sonnet 4.6 lacks an attempt without the code.
Q39,Debug & Fix,Hard,Investigate CrashLoopBackOff.,0,8375,12,09,0,007042,Claude Sonnet 4.6,0,8375,17,44,0,015414,tie,2026-06-19,CodX provides a structured; automated investigation approach; whereas Claude Sonnet offers detailed manual investigation steps.
Q40,Debug & Fix,Hard,Analyze production outage.,0,8000,16,2,0,008075,Claude Sonnet 4.6,0,7250,17,01,0,012024,CodX,2026-06-19,CodX provides a concrete implementation; while Claude Sonnet offers a structured framework without specific code.
Q41,Code Review,Easy,Improve readability.,0,6000,13,41,0,002180,Claude Sonnet 4.6,0,6125,2,43,0,000741,Claude Sonnet 4.6,2026-06-19,Claude Sonnet is slightly clearer in its request for more information.
Q42,Code Review,Easy,Remove duplicate logic.,0,8625,14,32,0,013113,Claude Sonnet 4.6,0,2750,3,02,0,001338,CodX,2026-06-19,CodX provided a comprehensive; well-documented refactoring example; whereas Claude Sonnet 4.6 did not offer a tangible solution.
Q43,Code Review,Easy,Improve error handling.,0,8500,16,01,0,006413,Claude Sonnet 4.6,0,7750,14,08,0,015396,CodX,2026-06-19,CodX provided a more robust and contextually integrated error handling solution.
Q44,Code Review,Medium,Optimize performance.,0,5750,8,2,0,000846,Claude Sonnet 4.6,0,8250,12,95,0,006828,Claude Sonnet 4.6,2026-06-19,Claude Sonnet 4.6 provides specific; actionable optimization techniques and examples; showing deeper insight into potential performance improvements.
Q45,Code Review,Medium,Review resource management.,0,8375,15,92,0,007610,Claude Sonnet 4.6,0,2750,14,47,0,012198,CodX,2026-06-19,CodX provided a technical and code-focused answer; while Claude Sonnet addressed organizational resource management; missing the coding context.
Q46,Code Review,Medium,Improve API design.,0,8875,14,52,0,002199,Claude Sonnet 4.6,0,7500,8,56,0,007221,CodX,2026-06-19,CodX provided a complete example with code implementation; whereas Claude Sonnet offered generalized principles without specific application.
Q47,Code Review,Hard,Review database scalability.,0,7625,16,11,0,007502,Claude Sonnet 4.6,0,8625,16,91,0,015396,Claude Sonnet 4.6,2026-06-19,Claude Sonnet 4.6 provided a more comprehensive overview of scalability strategies beyond indexing and keys.
Q48,Code Review,Hard,Review XSS vulnerability.,0,9325,15,89,0,007012,Claude Sonnet 4.6,0,8750,17,13,0,015399,CodX,2026-06-19,CodX demonstrated a more comprehensive approach with code implementations for both vulnerability examples and prevention; while Claude Sonnet 4.6 focused primarily on explanations.
Q49,Code Review,Hard,Review concurrent access bug.,0,7375,16,07,0,005876,Claude Sonnet 4.6,0,9000,16,23,0,015396,Claude Sonnet 4.6,2026-06-19,Claude Sonnet 4.6 provided a more comprehensive overview of concurrency issues.
Q50,Code Review,Hard,Full service review.,0,8500,16,18,0,005798,Claude Sonnet 4.6,0,1250,6,79,0,003573,CodX,2026-06-19,CodX provided a complete and technically sound solution; whereas Claude Sonnet 4.6 was non-responsive to the task.
